Date,Time,Transaction Number,Item 1,Item 2,Item 3
12/3/2016,16:37:59,2389,Coffee,Hot chocolate,Cake
12/4/2016,9:23:12,2390,Coffee,CaramelBites,Chocolates
12/4/2016,10:48:04,2391,Coffee,Hot chocolate,Cake
12/4/2016,10:51:32,2392,Coffee,Brownie,Juice
12/4/2016,10:51:32,2393,Tea,Juice,Coffee
12/4/2016,10:52:25,2394,Coffee,Mineral water,Mineral water
12/4/2016,10:54:15,2395,Coffee,Coffee,Hot chocolate
12/4/2016,10:54:15,2396,Coffee,Hot chocolate,Juice
12/4/2016,11:24:07,2397,Coffee,Tea,Mineral water
12/4/2016,11:47:49,2398,Hot chocolate,Hot chocolate,Tea
12/4/2016,11:47:49,2399,Tea,Hot chocolate,Mineral water
12/4/2016,11:53:20,2400,Coffee,Cake,CaramelBites
12/4/2016,11:53:20,2401,Coffee,Juice,Tea
12/4/2016,11:57:49,2402,Coffee,Hot chocolate,Juice
12/4/2016,11:57:49,2403,Coffee,Brownie,Cookies
12/4/2016,12:04:19,2404,Cookies,Hot chocolate,Mineral water
12/4/2016,12:06:34,2405,Coffee,Chocolates,Chocolates
12/4/2016,12:13:06,2406,Coffee,Cookies,Brownie
12/4/2016,12:33:58,2407,Coffee,Cake,Cookies
12/4/2016,12:35:48,2408,Coffee,Mineral water,Hot chocolate
12/4/2016,12:46:15,2409,Coffee,Mineral water,Cake
12/4/2016,13:11:13,2410,Coffee,Coffee,Coffee
12/4/2016,13:14:33,2411,Coffee,Tea,Tea
12/4/2016,13:14:33,2412,Coffee,Cake,Coffee
12/4/2016,13:14:33,2413,Cake,Chocolates,Tea
12/4/2016,13:15:56,2414,Coffee,CaramelBites,Cake
12/4/2016,13:15:56,2415,Cake,Mineral water,Hot chocolate
12/4/2016,13:15:56,2416,Cookies,Tea,Juice
12/4/2016,13:18:31,2417,Coffee,Cookies,Cake
12/4/2016,14:03:46,2418,Coffee,Coffee,Chocolates
12/4/2016,14:07:44,2419,Hot chocolate,Hot chocolate,CaramelBites
12/4/2016,14:07:44,2420,Tea,Mineral water,CaramelBites
12/4/2016,14:07:44,2421,Coffee,Cake,Cookies
12/4/2016,14:07:44,2422,Coffee,Hot chocolate,Tea
12/4/2016,14:07:44,2423,Cake,CaramelBites,Chocolates
12/4/2016,14:12:54,2424,Tea,Hot chocolate,Juice
12/4/2016,14:12:54,2425,Hot chocolate,Cookies,Tea
12/4/2016,14:16:55,2426,Hot chocolate,Hot chocolate,Coffee
12/4/2016,14:16:55,2427,Hot chocolate,Mineral water,Cookies
12/4/2016,14:16:55,2428,Hot chocolate,Tea,Mineral water
12/4/2016,14:27:31,2429,Coffee,Hot chocolate,Mineral water
12/4/2016,14:27:31,2430,Coffee,Juice,Cake
12/4/2016,14:27:31,2431,Coffee,Hot chocolate,Coffee
12/4/2016,14:40:52,2432,Cake,CaramelBites,Cookies
12/4/2016,14:40:52,2433,Coffee,CaramelBites,Cake
12/4/2016,14:41:27,2434,Coffee,Juice,Tea
12/4/2016,14:46:44,2435,Coffee,Hot chocolate,Tea
12/4/2016,14:46:44,2436,Cookies,Mineral water,Cake
12/4/2016,14:54:51,2437,Tea,CaramelBites,Hot chocolate
12/4/2016,15:41:11,2438,Tea,Mineral water,Hot chocolate
12/4/2016,15:46:13,2439,Coffee,Tea,Chocolates
12/4/2016,15:46:13,2440,Coffee,Chocolates,Mineral water
12/4/2016,16:12:14,2441,Coffee,Cake,Hot chocolate
12/4/2016,16:12:14,2442,Coffee,Cake,Mineral water
12/4/2016,16:12:14,2443,Coffee,Juice,Chocolates
12/4/2016,16:15:01,2444,Tea,Juice,Brownie
12/4/2016,16:19:11,2445,Cookies,Hot chocolate,Juice
12/4/2016,16:19:11,2446,Cookies,Tea,CaramelBites
12/5/2016,8:25:55,2447,Coffee,Hot chocolate,Brownie
12/5/2016,8:36:11,2448,Coffee,Cake,Hot chocolate
12/5/2016,9:04:44,2449,Coffee,CaramelBites,Cake
12/5/2016,9:22:08,2450,Coffee,Cookies,Cake
12/5/2016,9:28:53,2451,Tea,Chocolates,Brownie
12/5/2016,9:28:53,2452,Coffee,Juice,CaramelBites
12/5/2016,9:33:12,2453,Coffee,Chocolates,Brownie
12/5/2016,9:33:12,2454,Coffee,Tea,Cookies
12/5/2016,9:33:58,2455,Coffee,Cake,Cake
12/5/2016,9:42:43,2456,Juice,CaramelBites,Brownie
12/5/2016,9:42:43,2457,Tea,Cookies,Cookies
12/5/2016,9:45:14,2458,Coffee,Tea,Cake
12/5/2016,9:46:18,2459,Tea,CaramelBites,Cookies
12/5/2016,10:07:40,2460,Coffee,Brownie,Cookies
12/5/2016,10:07:40,2461,Coffee,Juice,Mineral water
12/5/2016,10:14:02,2462,Coffee,Hot chocolate,Tea
12/5/2016,10:40:23,2463,Coffee,Tea,Brownie
12/5/2016,10:40:23,2464,Coffee,Brownie,Juice
12/5/2016,10:41:51,2465,Coffee,Cookies,Coffee
12/5/2016,10:42:31,2466,Coffee,Mineral water,Cookies
12/5/2016,10:52:01,2467,Coffee,Hot chocolate,Tea
12/5/2016,10:56:44,2468,Coffee,Cookies,Juice
12/5/2016,11:04:23,2469,Coffee,Brownie,Tea
12/5/2016,11:04:23,2470,Coffee,Cake,Coffee
12/5/2016,11:09:34,2471,Cookies,Cake,Chocolates
12/5/2016,11:09:34,2472,Coffee,Coffee,Mineral water
12/5/2016,12:26:57,2473,Coffee,Tea,CaramelBites
12/5/2016,12:33:52,2474,Coffee,CaramelBites,Cake
12/5/2016,12:56:06,2475,Juice,CaramelBites,Coffee
12/5/2016,12:58:48,2476,Coffee,Juice,Mineral water
12/5/2016,12:58:48,2477,Coffee,Cookies,Coffee
12/5/2016,13:11:30,2478,Coffee,Juice,CaramelBites
12/5/2016,13:40:52,2479,Tea,Tea,Hot chocolate
12/5/2016,13:46:47,2480,Coffee,Brownie,Chocolates
12/5/2016,13:50:44,2481,Cake,Chocolates,Cookies
12/5/2016,13:50:44,2482,Tea,CaramelBites,Mineral water
12/5/2016,13:52:34,2483,Cookies,Cake,Brownie
12/5/2016,13:52:34,2484,Coffee,Cake,Chocolates
12/5/2016,14:12:21,2485,Coffee,Brownie,Juice
12/5/2016,14:12:21,2486,Coffee,Juice,Mineral water
12/5/2016,14:39:46,2487,Coffee,Mineral water,Coffee
12/5/2016,14:43:20,2488,Hot chocolate,Cake,Cake
12/5/2016,14:43:20,2489,Coffee,Cake,Mineral water
12/5/2016,15:00:58,2490,Coffee,Juice,Cake
12/5/2016,15:00:58,2491,Tea,Juice,Tea
12/5/2016,15:01:39,2492,Coffee,Cookies,Tea
12/5/2016,15:13:04,2493,Cookies,Mineral water,Juice
12/5/2016,15:13:04,2494,Tea,Hot chocolate,Coffee
12/5/2016,15:27:04,2495,Coffee,Coffee,Mineral water
12/5/2016,15:45:32,2496,Coffee,Hot chocolate,Cake
12/5/2016,15:45:32,2497,Coffee,Tea,Chocolates
12/5/2016,16:23:40,2498,Coffee,Mineral water,Coffee
12/5/2016,16:53:44,2499,Coffee,CaramelBites,CaramelBites
12/5/2016,16:53:44,2500,Coffee,Cake,Coffee
12/5/2016,16:53:44,2501,Cookies,Tea,Tea
12/5/2016,16:53:44,2502,Coffee,Chocolates,Chocolates
12/6/2016,8:11:46,2503,Coffee,Mineral water,CaramelBites
12/6/2016,8:11:46,2504,Cookies,Brownie,Tea
12/6/2016,8:58:58,2505,Coffee,CaramelBites,CaramelBites
12/6/2016,9:26:06,2506,Coffee,Tea,Tea
12/6/2016,9:48:09,2507,Coffee,Coffee,CaramelBites
12/6/2016,9:50:30,2508,Hot chocolate,CaramelBites,Chocolates
12/6/2016,9:51:10,2509,Coffee,Mineral water,Juice
12/6/2016,9:52:37,2510,Coffee,Cookies,Chocolates
12/6/2016,9:52:37,2511,Coffee,Juice,Brownie
12/6/2016,9:53:52,2512,Coffee,Cookies,Coffee
12/6/2016,9:53:52,2513,Coffee,Brownie,Coffee
12/6/2016,9:54:45,2514,Coffee,Juice,Brownie
12/6/2016,10:18:59,2515,Coffee,Mineral water,Tea
12/6/2016,10:18:59,2516,Coffee,CaramelBites,Tea
12/6/2016,10:30:22,2517,Coffee,Brownie,Cake
12/6/2016,10:45:44,2518,Tea,Juice,Juice
12/6/2016,10:49:29,2519,Cookies,CaramelBites,Tea
12/6/2016,10:52:24,2520,Tea,Chocolates,Chocolates
12/6/2016,10:52:24,2521,Coffee,Mineral water,Cake
12/6/2016,10:55:48,2522,Coffee,Juice,Cookies
12/6/2016,10:59:09,2523,Coffee,CaramelBites,Hot chocolate
12/6/2016,11:03:20,2524,Tea,Hot chocolate,Cookies
12/6/2016,11:07:06,2525,Hot chocolate,Brownie,Juice
12/6/2016,11:07:30,2526,Coffee,Chocolates,Hot chocolate
12/6/2016,11:08:19,2527,Coffee,Brownie,Hot chocolate
12/6/2016,11:21:40,2528,Cake,Tea,Cake
12/6/2016,11:23:27,2529,Cake,Chocolates,Brownie
12/6/2016,11:23:27,2530,Coffee,Brownie,Tea
12/6/2016,11:45:33,2531,Coffee,Juice,Brownie
12/6/2016,11:45:33,2532,Hot chocolate,Brownie,Chocolates
12/6/2016,12:02:51,2533,Tea,Tea,CaramelBites
12/6/2016,12:11:28,2534,Tea,Cookies,CaramelBites
12/6/2016,12:24:44,2535,Coffee,Chocolates,Juice
12/6/2016,12:44:06,2536,Cookies,Chocolates,Hot chocolate
12/6/2016,12:47:13,2537,Coffee,CaramelBites,Brownie
12/6/2016,12:50:14,2538,Cookies,CaramelBites,Hot chocolate
12/6/2016,12:50:14,2539,Coffee,Mineral water,Coffee
12/6/2016,13:14:28,2540,Coffee,CaramelBites,Hot chocolate
12/6/2016,13:16:31,2541,Coffee,CaramelBites,Cake
12/6/2016,13:16:31,2542,Tea,Cookies,CaramelBites
12/6/2016,13:22:06,2543,Coffee,CaramelBites,Coffee
12/6/2016,13:22:06,2544,Cake,Chocolates,Coffee
12/6/2016,14:01:12,2545,Tea,Brownie,Cookies
12/6/2016,14:02:32,2546,Tea,Mineral water,Coffee
12/6/2016,14:02:32,2547,Coffee,Hot chocolate,Coffee
12/6/2016,14:10:33,2548,Coffee,Juice,Mineral water
12/6/2016,14:29:07,2549,Tea,Coffee,Juice
12/6/2016,15:09:18,2550,Coffee,Brownie,Coffee
12/6/2016,15:09:18,2551,Mineral water,Chocolates,Cookies
12/6/2016,15:09:18,2552,Cake,Mineral water,Hot chocolate
12/6/2016,15:29:23,2553,Coffee,Chocolates,Brownie
12/6/2016,15:30:04,2554,Coffee,Mineral water,CaramelBites
12/6/2016,15:44:35,2555,Tea,Juice,CaramelBites
12/6/2016,15:44:35,2556,Cake,Cake,Mineral water
12/6/2016,15:53:35,2557,Cookies,Juice,CaramelBites
12/6/2016,16:01:07,2558,Coffee,Cake,Cake
12/6/2016,16:01:07,2559,Juice,CaramelBites,Hot chocolate
12/6/2016,16:22:54,2560,Coffee,Tea,Juice
12/6/2016,16:22:54,2561,Mineral water,CaramelBites,Chocolates
12/6/2016,16:22:54,2562,Juice,Hot chocolate,Hot chocolate
12/7/2016,9:15:18,2563,Hot chocolate,Brownie,Hot chocolate
12/7/2016,9:15:18,2564,Juice,Mineral water,Juice
12/7/2016,9:21:35,2565,Coffee,Juice,Brownie
12/7/2016,9:21:35,2566,Cake,Hot chocolate,Chocolates
12/7/2016,9:25:00,2567,Coffee,Cookies,Tea
12/7/2016,9:26:40,2568,Coffee,CaramelBites,Chocolates
12/7/2016,9:27:45,2569,Tea,Tea,Cake
12/7/2016,9:29:20,2570,Tea,Coffee,Chocolates
12/7/2016,9:29:20,2571,Cookies,Tea,Cookies
12/7/2016,10:28:53,2572,Cake,CaramelBites,Juice
12/7/2016,11:00:46,2573,Coffee,Chocolates,Brownie
12/7/2016,11:00:46,2574,Coffee,Hot chocolate,Tea
12/7/2016,11:01:17,2575,Tea,Coffee,Brownie
12/7/2016,11:03:59,2576,Coffee,Juice,Cake
12/7/2016,11:13:22,2577,Juice,Hot chocolate,Juice
12/7/2016,11:13:22,2578,Coffee,Tea,Brownie
12/7/2016,11:13:22,2579,Tea,Juice,Cake
12/7/2016,11:28:16,2580,Coffee,Mineral water,Juice
12/7/2016,11:42:43,2581,Coffee,Hot chocolate,CaramelBites
12/7/2016,12:03:14,2582,Cake,Cake,CaramelBites
12/7/2016,12:03:14,2583,Tea,Brownie,Brownie
12/7/2016,12:07:00,2584,Coffee,Cookies,Cookies
12/7/2016,12:35:28,2585,Hot chocolate,Brownie,Chocolates
12/7/2016,12:47:30,2586,Coffee,Chocolates,Chocolates
12/7/2016,12:47:30,2587,Coffee,Juice,Mineral water
12/7/2016,12:47:30,2588,Hot chocolate,Hot chocolate,Hot chocolate
12/7/2016,12:57:13,2589,Coffee,Tea,Cake
12/7/2016,13:35:04,2590,Coffee,Chocolates,Mineral water
12/7/2016,13:35:04,2591,Mineral water,CaramelBites,Juice
12/7/2016,14:01:10,2592,Cookies,Coffee,Hot chocolate
12/7/2016,14:31:10,2593,Coffee,Mineral water,Cookies
12/7/2016,14:31:10,2594,Coffee,Mineral water,Cookies
12/7/2016,14:45:54,2595,Coffee,Juice,Brownie
12/7/2016,14:47:44,2596,Tea,Cake,Hot chocolate
12/7/2016,14:47:44,2597,Coffee,Cookies,Hot chocolate
12/7/2016,15:16:54,2598,Tea,Cake,Juice
12/7/2016,15:16:54,2599,Coffee,Tea,Hot chocolate
12/7/2016,16:00:12,2600,Hot chocolate,Cookies,Cake
12/7/2016,16:25:57,2601,Coffee,Brownie,CaramelBites
12/7/2016,16:25:57,2602,Coffee,Mineral water,Cake
12/7/2016,17:04:56,2603,Cake,Hot chocolate,Hot chocolate
12/7/2016,17:04:56,2604,Coffee,Tea,Cake
12/8/2016,8:26:16,2605,Cake,Chocolates,Mineral water
12/8/2016,8:46:11,2606,Coffee,Juice,Cookies
12/8/2016,9:03:07,2607,Coffee,Cookies,CaramelBites
12/8/2016,9:04:24,2608,Coffee,Hot chocolate,Hot chocolate
12/8/2016,9:14:56,2609,Coffee,Juice,Tea
12/8/2016,9:26:36,2610,Coffee,Hot chocolate,Hot chocolate
12/8/2016,9:28:20,2611,Coffee,Brownie,Mineral water
12/8/2016,9:32:00,2612,Coffee,Coffee,Hot chocolate
12/8/2016,9:32:00,2613,Mineral water,Chocolates,Juice
12/8/2016,9:32:00,2614,Coffee,Chocolates,Cookies
12/8/2016,9:44:53,2615,Coffee,Chocolates,Tea
12/8/2016,9:44:53,2616,Cake,Cake,Mineral water
12/8/2016,10:09:16,2617,Coffee,Mineral water,Cake
12/8/2016,10:16:28,2618,Coffee,Cookies,Mineral water
12/8/2016,10:40:06,2619,Coffee,Brownie,CaramelBites
12/8/2016,10:53:51,2620,Cake,Brownie,Mineral water
12/8/2016,10:53:51,2621,Cookies,Tea,Mineral water
12/8/2016,10:55:18,2622,Coffee,Cake,Cake
12/8/2016,10:55:18,2623,Tea,Mineral water,Juice
12/8/2016,10:55:18,2624,Cake,Brownie,Cookies
12/8/2016,11:02:40,2625,Juice,Hot chocolate,Tea
12/8/2016,11:26:03,2626,Coffee,Tea,Chocolates
12/8/2016,11:35:19,2627,Tea,Mineral water,Chocolates
12/8/2016,11:51:58,2628,Coffee,Brownie,CaramelBites
12/8/2016,11:51:58,2629,Cake,Juice,Cake
12/8/2016,11:53:34,2630,Coffee,Tea,Juice
12/8/2016,12:19:45,2631,Tea,Juice,Cookies
12/8/2016,12:45:41,2632,Tea,Juice,Cake
12/8/2016,13:03:52,2633,Coffee,Chocolates,Cake
12/8/2016,13:04:38,2634,Coffee,Mineral water,Juice
12/8/2016,13:41:08,2635,Tea,Coffee,Juice
12/8/2016,13:41:08,2636,Cake,Tea,Mineral water
12/8/2016,13:53:09,2637,Coffee,Coffee,CaramelBites
12/8/2016,14:20:51,2638,Coffee,Brownie,Tea
12/8/2016,15:11:16,2639,Coffee,Brownie,Mineral water
12/8/2016,15:11:16,2640,Cake,Mineral water,Cake
12/8/2016,15:17:44,2641,Cake,Hot chocolate,Juice
12/8/2016,15:40:39,2642,Brownie,Mineral water,Chocolates
12/9/2016,9:05:25,2643,Tea,Tea,Cake
12/9/2016,9:13:18,2644,Coffee,CaramelBites,Cookies
12/9/2016,9:13:18,2645,Juice,Cake,Cake
12/9/2016,9:15:48,2646,Coffee,Juice,Cookies
12/9/2016,9:17:08,2647,Coffee,Tea,Mineral water
12/9/2016,9:19:46,2648,Coffee,Tea,Mineral water
12/9/2016,9:31:22,2649,Coffee,Chocolates,CaramelBites
12/9/2016,9:58:47,2650,Coffee,Tea,Brownie
12/9/2016,9:58:47,2651,Coffee,CaramelBites,CaramelBites
12/9/2016,9:58:47,2652,Cake,Tea,Brownie
12/9/2016,10:11:09,2653,Tea,Mineral water,Cookies
12/9/2016,10:16:40,2654,Tea,CaramelBites,Cookies
12/9/2016,10:17:03,2655,Coffee,Mineral water,Juice
12/9/2016,10:20:34,2656,Coffee,Brownie,Chocolates
12/9/2016,10:40:00,2657,Brownie,CaramelBites,CaramelBites
12/9/2016,10:43:53,2658,Coffee,Cake,Brownie
12/9/2016,10:45:04,2659,Tea,Brownie,Chocolates
12/9/2016,10:58:25,2660,Coffee,Chocolates,Mineral water
12/9/2016,11:02:01,2661,Coffee,Cake,Brownie
12/9/2016,11:03:24,2662,Brownie,Chocolates,Coffee
12/9/2016,11:03:24,2663,Coffee,Hot chocolate,Tea
12/9/2016,11:18:31,2664,Tea,Chocolates,Brownie
12/9/2016,11:24:13,2665,Coffee,Juice,Hot chocolate
12/9/2016,11:32:08,2666,Coffee,Juice,Mineral water
12/9/2016,11:48:20,2667,Coffee,Cake,Cookies
12/9/2016,12:06:09,2668,Coffee,CaramelBites,Cookies
12/9/2016,12:07:50,2669,Cake,Cake,Cake
12/9/2016,12:10:24,2670,Coffee,Brownie,Hot chocolate
12/9/2016,12:10:24,2671,Cake,Cookies,Coffee
12/9/2016,12:16:51,2672,Coffee,Hot chocolate,Brownie
12/9/2016,12:16:51,2673,Coffee,Cake,Coffee
12/9/2016,12:30:31,2674,Tea,Hot chocolate,Hot chocolate
12/9/2016,12:30:31,2675,Brownie,Mineral water,Chocolates
12/9/2016,12:45:21,2676,Tea,Juice,Chocolates
12/9/2016,12:56:47,2677,Mineral water,Cake,Mineral water
12/9/2016,12:56:47,2678,Coffee,Brownie,CaramelBites
12/9/2016,12:56:47,2679,Juice,Cake,Cake
12/9/2016,13:43:48,2680,Coffee,Cookies,Juice
12/9/2016,13:43:48,2681,Brownie,CaramelBites,Hot chocolate
12/9/2016,13:48:24,2682,Brownie,Brownie,Brownie
12/9/2016,13:50:55,2683,Tea,Juice,Juice
12/9/2016,13:52:06,2684,Coffee,Mineral water,Coffee
12/9/2016,13:52:06,2685,Brownie,Chocolates,Cookies
12/9/2016,14:19:07,2686,Coffee,Hot chocolate,Tea
12/9/2016,14:36:39,2687,Coffee,Juice,Cookies
12/9/2016,15:25:43,2688,Cake,Juice,Mineral water
12/9/2016,15:43:46,2689,Tea,Tea,Brownie
12/9/2016,15:54:45,2690,Brownie,Mineral water,Cookies
12/9/2016,15:54:45,2691,Mineral water,Tea,Tea
12/9/2016,16:03:20,2692,Coffee,Mineral water,Coffee
12/9/2016,16:16:09,2693,Coffee,Chocolates,Cake
12/9/2016,16:18:01,2694,Coffee,Cake,Hot chocolate
12/9/2016,16:18:01,2695,Hot chocolate,Cookies,Cake
12/9/2016,16:18:01,2696,Tea,Mineral water,Hot chocolate
12/10/2016,8:19:55,2697,Juice,Chocolates,Brownie
12/10/2016,8:50:37,2698,Coffee,Cookies,Coffee
12/10/2016,9:10:23,2699,Coffee,CaramelBites,Tea
12/10/2016,9:10:23,2700,Coffee,Cake,Cake
12/10/2016,9:38:01,2701,Coffee,Chocolates,Juice
12/10/2016,9:38:01,2702,Tea,Cake,Hot chocolate
12/10/2016,9:40:05,2703,Coffee,Mineral water,Tea
12/10/2016,9:40:05,2704,Coffee,Cake,Chocolates
12/10/2016,10:01:48,2705,Coffee,Tea,Cookies
12/10/2016,10:12:50,2706,Coffee,Chocolates,Mineral water
12/10/2016,10:14:55,2707,Tea,Juice,Hot chocolate
12/10/2016,10:14:55,2708,Coffee,Mineral water,Cookies
12/10/2016,10:17:44,2709,Coffee,Cake,Juice
12/10/2016,10:31:31,2710,Coffee,Mineral water,Coffee
12/10/2016,10:37:09,2711,Coffee,Mineral water,Tea
12/10/2016,10:37:09,2712,Coffee,Cake,CaramelBites
12/10/2016,10:46:14,2713,Cake,Juice,Mineral water
12/10/2016,10:48:51,2714,Coffee,Coffee,Coffee
12/10/2016,10:48:51,2715,Brownie,Brownie,CaramelBites
12/10/2016,11:12:47,2716,Coffee,Cake,Chocolates
12/10/2016,11:12:47,2717,Tea,Juice,Cake
12/10/2016,11:14:20,2718,Coffee,Cookies,Cake
12/10/2016,11:14:20,2719,Coffee,Coffee,Hot chocolate
12/10/2016,11:15:23,2720,Tea,Hot chocolate,Chocolates
12/10/2016,11:24:23,2721,Coffee,CaramelBites,Juice
12/10/2016,11:41:15,2722,Cake,Cookies,Cookies
12/10/2016,11:41:57,2723,Tea,Brownie,Coffee
12/10/2016,11:41:57,2724,Coffee,Juice,Brownie
12/10/2016,11:50:51,2725,Coffee,Tea,Coffee
12/10/2016,12:02:49,2726,Tea,Tea,Hot chocolate
12/10/2016,12:03:47,2727,Coffee,CaramelBites,Hot chocolate
12/10/2016,12:13:24,2728,Juice,Cake,Hot chocolate
12/10/2016,12:14:43,2729,Coffee,Chocolates,Tea
12/10/2016,12:21:04,2730,Coffee,Mineral water,Cookies
12/10/2016,12:25:15,2731,Coffee,Hot chocolate,Hot chocolate
12/10/2016,12:25:15,2732,Juice,Chocolates,Cookies
12/10/2016,13:00:41,2733,Tea,Juice,Juice
12/10/2016,13:06:56,2734,Coffee,Coffee,Cookies
12/10/2016,13:15:28,2735,Coffee,Juice,CaramelBites
12/10/2016,13:16:19,2736,Tea,Cookies,Juice
12/10/2016,13:21:07,2737,Tea,CaramelBites,Tea
12/10/2016,13:28:07,2738,Coffee,Chocolates,Brownie
12/10/2016,13:29:46,2739,Juice,Coffee,Mineral water
12/10/2016,13:39:39,2740,Tea,CaramelBites,Coffee
12/10/2016,13:54:17,2741,Coffee,Juice,Chocolates
12/10/2016,13:54:17,2742,Mineral water,Brownie,Tea
12/10/2016,13:58:17,2743,Coffee,Tea,Cake
12/10/2016,13:58:17,2744,Tea,Brownie,Mineral water
12/10/2016,14:00:50,2745,Brownie,Juice,Cookies
12/10/2016,14:03:58,2746,Coffee,Coffee,CaramelBites
12/10/2016,14:30:30,2747,Coffee,Chocolates,Hot chocolate
12/10/2016,14:37:46,2748,Tea,Cake,Cookies
12/10/2016,14:44:35,2749,Coffee,Mineral water,Cookies
12/10/2016,14:44:35,2750,Tea,Coffee,Juice
12/10/2016,15:04:03,2751,Coffee,Cookies,Cookies
12/10/2016,15:04:03,2752,Hot chocolate,CaramelBites,Cookies
12/10/2016,15:05:12,2753,Juice,Hot chocolate,Chocolates
12/10/2016,15:10:30,2754,Cake,CaramelBites,Juice
12/10/2016,15:10:30,2755,Tea,Coffee,Mineral water
12/10/2016,15:18:36,2756,Tea,Cake,Chocolates
12/10/2016,15:46:51,2757,Coffee,Cookies,Coffee
12/10/2016,15:46:51,2758,Tea,Cake,Juice
12/10/2016,15:46:51,2759,Mineral water,Cookies,Coffee
12/10/2016,16:07:09,2760,Hot chocolate,Coffee,Cookies
12/10/2016,16:07:09,2761,Hot chocolate,Hot chocolate,Juice
12/10/2016,16:10:25,2762,Mineral water,Coffee,Juice
12/10/2016,16:12:13,2763,Hot chocolate,Coffee,Hot chocolate
12/10/2016,16:12:13,2764,Tea,Mineral water,Brownie
12/10/2016,16:12:13,2765,Cake,Brownie,CaramelBites
12/10/2016,16:24:56,2766,Cake,Chocolates,Juice
12/10/2016,16:30:41,2767,Cake,Chocolates,Chocolates
12/10/2016,16:40:30,2768,Coffee,Cake,Mineral water
12/10/2016,16:44:50,2769,Coffee,Mineral water,CaramelBites
12/10/2016,16:44:50,2770,Tea,Cake,Mineral water
12/10/2016,16:45:57,2771,Coffee,Brownie,Juice
12/11/2016,9:11:47,2772,Coffee,Tea,CaramelBites
12/11/2016,9:24:44,2773,Coffee,Chocolates,Brownie
12/11/2016,9:29:03,2774,Coffee,Coffee,Coffee
12/11/2016,9:32:19,2775,Coffee,Mineral water,Tea
12/11/2016,9:38:31,2776,Coffee,Mineral water,Cookies
12/11/2016,10:01:58,2777,Coffee,Mineral water,Juice
12/11/2016,10:16:02,2778,Mineral water,CaramelBites,Cookies
12/11/2016,10:55:19,2779,Hot chocolate,Cookies,Juice
12/11/2016,10:55:19,2780,Coffee,Cookies,Hot chocolate
12/11/2016,11:00:41,2781,Coffee,Tea,Cake
12/11/2016,11:11:38,2782,Coffee,Tea,Brownie
12/11/2016,11:29:24,2783,Coffee,Mineral water,Coffee
12/11/2016,11:29:24,2784,Coffee,Mineral water,Mineral water
12/11/2016,11:36:53,2785,Coffee,Cookies,Chocolates
12/11/2016,11:36:53,2786,Coffee,Hot chocolate,Brownie
12/11/2016,11:47:04,2787,Coffee,Chocolates,Chocolates
12/11/2016,11:47:04,2788,Coffee,Cake,Brownie
12/11/2016,12:00:39,2789,Coffee,Coffee,Tea
12/11/2016,12:07:29,2790,Coffee,Juice,Coffee
12/11/2016,12:45:14,2791,Coffee,Cake,Juice
12/11/2016,12:47:20,2792,Mineral water,Mineral water,Cake
12/11/2016,12:59:40,2793,Mineral water,Coffee,Cake
12/11/2016,12:59:40,2794,Hot chocolate,Coffee,Coffee
12/11/2016,13:02:56,2795,Tea,Brownie,Brownie
12/11/2016,13:05:06,2796,Coffee,Cookies,CaramelBites
12/11/2016,13:05:06,2797,Cookies,Tea,Mineral water
12/11/2016,13:33:11,2798,Coffee,Juice,Chocolates
12/11/2016,13:34:52,2799,Coffee,Tea,Brownie
12/11/2016,13:43:48,2800,Coffee,Chocolates,Tea
12/11/2016,13:51:48,2801,Coffee,Hot chocolate,Cake
12/11/2016,13:51:48,2802,Hot chocolate,CaramelBites,Hot chocolate
12/11/2016,13:54:56,2803,Coffee,Juice,Brownie
12/11/2016,14:21:33,2804,Tea,Mineral water,Hot chocolate
12/11/2016,14:29:19,2805,Coffee,Cake,Mineral water
12/11/2016,14:32:44,2806,Coffee,Chocolates,Cake
12/11/2016,15:16:58,2807,Coffee,Coffee,Cookies
12/11/2016,15:16:58,2808,Coffee,Mineral water,Chocolates
12/11/2016,15:26:13,2809,Coffee,Cookies,Chocolates
12/11/2016,15:26:13,2810,Tea,CaramelBites,Coffee
12/12/2016,8:51:43,2811,Tea,Tea,CaramelBites
12/12/2016,8:58:21,2812,Coffee,Cake,Brownie
12/12/2016,9:02:23,2813,Coffee,Chocolates,Hot chocolate
12/12/2016,9:13:20,2814,Tea,Cake,Hot chocolate
12/12/2016,9:28:15,2815,Coffee,CaramelBites,Coffee
12/12/2016,10:00:20,2816,Coffee,Brownie,CaramelBites
12/12/2016,10:09:22,2817,Coffee,Juice,Cookies
12/12/2016,10:09:22,2818,Hot chocolate,Chocolates,Cookies
12/12/2016,10:16:00,2819,Coffee,Mineral water,Coffee
12/12/2016,10:36:09,2820,Tea,Brownie,Tea
12/12/2016,10:38:49,2821,Coffee,Juice,Brownie
12/12/2016,10:38:49,2822,Cake,Tea,Coffee
12/12/2016,11:29:00,2823,Coffee,Brownie,Tea
12/12/2016,11:29:00,2824,Coffee,Cake,Coffee
12/12/2016,11:29:00,2825,Cake,Cake,Mineral water
12/12/2016,11:31:46,2826,Coffee,Coffee,Juice
12/12/2016,12:17:22,2827,Coffee,Coffee,Brownie
12/12/2016,12:17:22,2828,Cake,Tea,Juice
12/12/2016,12:55:45,2829,Cake,Chocolates,Tea
